number,district,address,amount
3.78,Выборгский ,"Дрезденская ул., д.20",1
3.79,Выборгский ,"Дрезденская ул., д.24",3
3.80,Выборгский ,"Дрезденская ул., д.28",6
3.81,Выборгский ,"Дрезденская ул., д.3",2
3.82,Выборгский ,"Есенина ул., д.11, к.1",7
3.83,Выборгский ,"Есенина ул., д.11, к.2",1
3.84,Выборгский ,"Есенина ул., д.14, к.1",4
3.85,Выборгский ,"Есенина ул., д.15, к.1",9
3.86,Выборгский ,"Есенина ул., д.18, к.2",1
3.87,Выборгский ,"Есенина ул., д.18, к.3",7
3.88,Выборгский ,"Есенина ул., д.20, к.1",4
3.89,Выборгский ,"Есенина ул., д.20, к.2",3
3.90,Выборгский ,"Есенина ул., д.24",4
3.91,Выборгский ,"Есенина ул., д.26, к.1",21
3.92,Выборгский ,"Есенина ул., д.26, к.2",2
3.93,Выборгский ,"Есенина ул., д.28, к.1",9
3.94,Выборгский ,"Есенина ул., д.28, к.2",3
3.95,Выборгский ,"Есенина ул., д.32, к.1",10
3.96,Выборгский ,"Есенина ул., д.36, к.1",17
3.97,Выборгский ,"Есенина ул., д.40, к.1",2
3.98,Выборгский ,"Есенина ул., д.8, к.1",4
3.99,Выборгский ,"Есенина ул., д.8, к.2",8
3.100,Выборгский ,"Жака Дюкло ул., д.6, к.1",10
3.101,Выборгский ,"Жака Дюкло ул., д.6, к.2",5
3.102,Выборгский ,"Жени Егоровой ул., д.1/29",1
3.103,Выборгский ,"Жени Егоровой ул., д.10",9
3.104,Выборгский ,"Жени Егоровой ул., д.12, к.1",9
3.105,Выборгский ,"Жени Егоровой ул., д.12, к.2",5
